id;project_id;user_id;thumbnail_urls;prompts;created_at;preset_name
a7ce7b52-5a46-4760-8f5a-8a006dd715e1;14d2f339-7cf2-492a-b00a-cb6211cb77dd;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/14d2f339-7cf2-492a-b00a-cb6211cb77dd_1763644768058_v1.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/14d2f339-7cf2-492a-b00a-cb6211cb77dd_1763644769482_v2.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/14d2f339-7cf2-492a-b00a-cb6211cb77dd_1763644774692_v3.jpg""]";"[""A visually striking thumbnail: Use the character from the reference image that shows ONLY the character with no other elements, looking stressed, holding a crumpled paper with '$1.5M' crossed out in red. Behind them, a giant, glowing '$900K' in bold, clean font. A small, subtle '$3000/month' text below. The background is a mix of dark, worried blues and bright, hopeful yellows/greens. Focus on the contrast between stress and clarity, emphasizing the debunked myth vs. the achievable target. Bold, sans-serif font for text."",""A dynamic and positive thumbnail: Use the character from the reference image that shows ONLY the character with no other elements, smiling confidently, pointing triumphantly at a clear, ascending bar graph. The bars represent '100K', '300K', '900K', with '$7K/year', '$12K/year', and '$36K/year' respectively. A large, bold text overlay: 'RETIREMENT HACK!' or 'THE REAL NUMBER'. Bright, optimistic color palette (greens, light blues, whites) with a slightly blurred office or financial background. Emphasize empowerment and a clear path to financial freedom."",""An intriguing and analytical thumbnail: Use the character from the reference image that shows ONLY the character with no other elements, with a thoughtful, slightly curious expression, holding a calculator showing '3000 / 0.04 = ?'. A question mark hovers above their head. In the background, a complex, abstract web of financial symbols (stocks, percentages) is dissolving into a single, glowing '$$$' symbol. Text overlay: 'NOT $1.5M... IT'S THIS!'. Darker, sophisticated color palette (deep purples, grays, gold accents) to convey a sense of uncovering a hidden truth. The composition guides the eye from the character to the calculation and then to the simplified solution.""]";2025-11-20 13:19:35.839369+00;
9528e4c5-be5f-456e-ba49-422f05a4b988;14d2f339-7cf2-492a-b00a-cb6211cb77dd;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/14d2f339-7cf2-492a-b00a-cb6211cb77dd_1763645589564_v1.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/14d2f339-7cf2-492a-b00a-cb6211cb77dd_1763645591556_v2.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/14d2f339-7cf2-492a-b00a-cb6211cb77dd_1763645591247_v3.jpg""]";"[""A YouTube thumbnail in the distinct cartoon style of the provided examples. The character from the single-person reference image is prominently featured on the left, pointing with a confident expression to the right. The background is a clean, bright white. On the right, large, bold, black text reads 'YOU NEED' on the top line, then '$900,000' in an even larger font size, and finally 'TO RETIRE?' on the bottom line. Below the text, a stack of money (like the examples) is visible, with a red question mark overlaying it, conveying doubt. A thick black arrow, characteristic of the examples, points from the text to the money stack."",""A YouTube thumbnail following the visual style of the reference examples. The background is white. The character from the single-person reference image is shown on the left, looking surprised or slightly stressed, holding a small calculator in one hand and looking at a large, bold, black text on the right. The text reads 'RETIREMENT ISN'T' on the first line, then 'AN AGE' in a larger font, and 'IT'S CASHFLOW' on the third line. Below the text, a simplified bar chart made of money stacks (similar to the 'WHEN IT TAKE$ OFF' example) depicts an increasing amount of money, with the last bar significantly taller, suggesting growth and freedom. A black arrow points from the text to the bar chart."",""A YouTube thumbnail in the established cartoon aesthetic of the examples. The background is pure white. The character from the single-person reference image is on the left, with an encouraging expression, gesturing towards the right. On the right, prominent, bold, black text states 'THE 4% RULE' on the top line, followed by 'EXPLAINED' in a slightly larger font. Below the text, a simple visual representation of money flowing into a piggy bank or a growth chart (similar to the money stacks in examples) is present. The overall composition should be clean and direct, with a clear focus on the character and text, and a thick black arrow guiding the viewer's eye from the text to the visual element, mirroring the previous examples.""]";2025-11-20 13:33:13.516929+00;
04d1936c-45ae-4899-8f39-96dbaa5ce7e6;2e43c846-dc50-4437-bfd1-5ac1ee0567dc;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/2e43c846-dc50-4437-bfd1-5ac1ee0567dc_1763654222487_v1.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/2e43c846-dc50-4437-bfd1-5ac1ee0567dc_1763654224013_v2.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/2e43c846-dc50-4437-bfd1-5ac1ee0567dc_1763654226394_v3.jpg""]";"[""A YouTube thumbnail, clean white background. Centered text 'THE $100K RULE' in large, bold, black sans-serif font, similar to Impact or Arial Black. Below the main text, a smaller, bold, black arrow pointing left. On the left side, the character from the single-person reference image, looking slightly concerned, pointing to a stack of money bills (like the first example) and a small, stylized safe. The character and objects should have thick black outlines and flat, cartoon-like shading. The overall composition is asymmetrical, with text dominating the right side and character/objects on the left, mirroring the provided examples."",""A YouTube thumbnail, clean white background. Large, bold, black sans-serif text 'VELOCITY TRAP' prominently displayed on the right side. Below it, a smaller arrow pointing left, similar to the examples. On the left side, the character from the single-person reference image, looking stressed or frustrated, attempting to push a large, round boulder uphill. The boulder should have a '$' symbol on it. The character and boulder should have thick black outlines and flat, cartoon-like shading. The composition should be dynamic and slightly diagonal, conveying effort and struggle, consistent with the visual style of the examples."",""A YouTube thumbnail, clean white background. Large, bold, black sans-serif text 'OFFENSE > DEFENSE' on the right side. Below it, a smaller arrow pointing left. On the left side, the character from the single-person reference image, smiling confidently, holding a large stack of money. In the background, subtly hinted, is a small, empty piggy bank with a crack, representing 'defense'. The character and elements should have thick black outlines and flat, cartoon-like shading, maintaining the bright, high-contrast aesthetic of the given examples.""]";2025-11-20 15:57:07.806057+00;
46ae58d0-08ff-4f4a-826e-91eb49170c62;653a187b-8bbb-4e10-8a06-7ba59a783554;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/653a187b-8bbb-4e10-8a06-7ba59a783554_1763658471855_v1.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/653a187b-8bbb-4e10-8a06-7ba59a783554_1763658464071_v2.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/653a187b-8bbb-4e10-8a06-7ba59a783554_1763658465942_v3.jpg""]";"[""A YouTube thumbnail in the style of the examples, featuring 'the character from the single-person reference image' on the left side, looking shocked or stressed, with a red glow around his head. To the right, large, bold, black text reads 'THE $300,000 LIE'. Below this text, a small, faded image of a graduation cap and diploma, a luxury car, and a large house with a 'sold' sign are subtly placed, with a red 'X' over them, suggesting the traditional path. A black arrow points from these items back to the character. The background is clean white, with sharp, cartoonish outlines and vibrant, contrasting colors for the elements."",""A YouTube thumbnail in the style of the examples, featuring 'the character from the single-person reference image' on the left side, with a determined expression, pointing towards a stack of money on the right. The money is arranged in a growing bar graph format, with the initial stacks small and gradually increasing in height. Above the money, large, bold, black text reads 'HOW I SAVED $300,000'. Below the text, a small, subtle image of a laptop with code on the screen and a simple calculator are included. A black arrow points from the text to the growing money stacks. The background is clean white, with thick, cartoonish outlines and bright, clean colors."",""A YouTube thumbnail in the style of the examples, featuring 'the character from the single-person reference image' on the left side, looking confident and holding keys to an old, slightly dented car (like a 2014 Honda Civic). On the right, large, bold, black text reads 'THE POVERTY CAP'. Below this, a small, faded image of a fancy cocktail, an expensive restaurant meal, and a luxurious apartment building are subtly displayed, with a red 'X' over them. A black arrow points from these luxury items back to the character and his modest car. The background is clean white, with strong, cartoonish outlines and flat, bold colors to create a clear visual hierarchy.""]";2025-11-20 17:07:53.026256+00;
306630b1-760a-47a9-a52b-d62a1ae6613e;24faa831-ec07-4a9c-9984-5c742c3b087e;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/1765225011613_edited_thumbnail.jpg""]";"[""make the 3 characters yellow / gold witrh high contrast and saturation""]";2025-12-08 20:16:52.279422+00;
e47ac150-bb92-4256-83bd-39b596cc761d;653a187b-8bbb-4e10-8a06-7ba59a783554;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/653a187b-8bbb-4e10-8a06-7ba59a783554_1763658511267_v1.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/653a187b-8bbb-4e10-8a06-7ba59a783554_1763658513157_v2.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/653a187b-8bbb-4e10-8a06-7ba59a783554_1763658516005_v3.jpg""]";"[""A YouTube thumbnail in the style of the examples, featuring the character from the single-person reference image on the left, looking shocked and pointing at a stack of money on the right. The money stack should be unusually large, almost cartoonishly tall, representing 'exploding income'. A bold, black, sans-serif title text 'EXPLODE YOUR INCOME' is prominently displayed in the upper right. An upward-curving black arrow points from the character to the money stack. The background is clean white. The overall aesthetic is clean, vibrant, and slightly exaggerated, with thick black outlines and minimal shading."",""A YouTube thumbnail in the style of the examples, showcasing the character from the single-person reference image on the left, looking determined and holding a small, old, dented car (like a 2014 Honda Civic) in one hand, and a plate of plain chicken, rice, and broccoli in the other, symbolizing 'extreme frugality'. On the right, a bold, black, sans-serif title text 'THE POVERTY CAP' is displayed. A downward-curving black arrow points from the title to the character and items. The background is a clean white. The style maintains the cartoonish, outlined look with bright, flat colors."",""A YouTube thumbnail in the style of the examples, featuring the character from the single-person reference image on the left, with an expression of focus, standing next to a stylized 'automation machine' or a series of gears labeled 'FINANCIAL AI', with money bills flowing into it and then into a stock chart showing an upward trend. The bold, black, sans-serif title text 'AUTOMATE YOUR WEALTH' is in the upper right. A black arrow loops from the machine to the upward trend. The background is a clean white, emphasizing the cartoonish illustration and clear, impactful text.""]";2025-11-20 17:08:37.050961+00;
81647312-183a-42a1-998d-9536dbd81803;66c3f0e5-d05c-4ef0-8c07-e805bf2a7a1b;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/66c3f0e5-d05c-4ef0-8c07-e805bf2a7a1b_1763700330926_v1.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/66c3f0e5-d05c-4ef0-8c07-e805bf2a7a1b_1763700305223_v2.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/66c3f0e5-d05c-4ef0-8c07-e805bf2a7a1b_1763700315195_v3.jpg""]";"[""Create a YouTube thumbnail in the style of the provided examples. The character from the single-person reference image is on the left, looking surprised and pointing emphatically with both hands at a large, stylized text on the right. The text reads 'I HIT $300,000 & FELT BROKE' in bold, black, impactful font, similar to 'THE $20,000 RULE'. Below the text, include a small, simple illustration of a broken piggy bank with coins spilling out, maintaining the flat, cartoonish style of the examples. The background is pure white. Use thick black outlines for all elements and a limited, vibrant color palette."",""Generate a YouTube thumbnail following the visual style of the examples. The character from the single-person reference image is positioned on the left, shown pushing a large, round boulder uphill, symbolizing 'The first $100,000 is a war'. The character should have a determined expression. On the right, prominent bold black text reads 'THE $100,000 WAR'. An upward-curving black arrow points from the text towards the character and the boulder. The background is clean white, with all elements outlined in thick black, and colors are bright and flat, consistent with the reference thumbnails."",""Design a YouTube thumbnail in the exact style of the example images. The character from the single-person reference image is on the left, holding a small coffee cup with a 'NO' symbol (circle with a diagonal line) over it, looking dismissive. On the right, a large stack of money (similar to the money stacks in the examples) is depicted, with bold black text above it saying 'STOP CRYING OVER LATTES'. A black arrow points from the text to the money stack. The overall composition is clean, with a white background, thick black outlines, and a limited, punchy color scheme as seen in the provided examples.""]";2025-11-21 04:45:32.447544+00;
4952a256-b0a2-4bab-8d59-c1b5b50c6fe9;653a187b-8bbb-4e10-8a06-7ba59a783554;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/653a187b-8bbb-4e10-8a06-7ba59a783554_1763700476627_v1.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/653a187b-8bbb-4e10-8a06-7ba59a783554_1763700473655_v2.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/653a187b-8bbb-4e10-8a06-7ba59a783554_1763700475610_v3.jpg""]";"[""A YouTube thumbnail in the style of the examples, featuring 'the character from the single-person reference image' on the left, looking surprised and slightly stressed, with a red glow around his head. On the right, large, bold, black text reads 'I LOST $35,000'. Below the text, a downward-pointing black arrow indicates a graph-like representation of a stock market crash, showing a steep decline with red candlesticks or falling money symbols. The background is clean white, emphasizing the cartoonish, flat, high-contrast visual style."",""A YouTube thumbnail in the style of the examples, featuring 'the character from the single-person reference image' on the left, smiling confidently and pointing towards the right. On the right, large, bold, black text reads 'I MADE $300,000 BY 25'. Below the text, a stack of money (dollar bills) forms a rising bar graph, with a subtle green glow. A black arrow points upwards towards the money. The overall composition is clean and impactful on a white background, using the characteristic bold outlines and limited color palette."",""A YouTube thumbnail in the style of the examples, featuring 'the character from the single-person reference image' on the left, looking thoughtful or slightly concerned, holding a small laptop. On the right, large, bold, black text reads 'THE MATH WAS TERRIFYING'. Below the text, a simple, hand-drawn style equation or calculation with question marks and a red 'X' over it, symbolizing financial struggle or a complex problem. A black arrow points towards the equation. The background is plain white, maintaining the clean, cartoonish, and direct visual communication of the reference images.""]";2025-11-21 04:47:57.495272+00;
88f9193a-fa46-4f17-9bad-c73421f77bf8;b740cbb5-f21b-4490-bb0b-821850827095;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/b740cbb5-f21b-4490-bb0b-821850827095_1763705365644_v1.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/b740cbb5-f21b-4490-bb0b-821850827095_1763705368476_v2.jpg"",""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/generated/b740cbb5-f21b-4490-bb0b-821850827095_1763705362846_v3.jpg""]";"[""A YouTube thumbnail in the distinct cartoon style of Family Guy, featuring the character from the single-person reference image prominently on the left side, with a worried or stressed facial expression. He is surrounded by a faint red glow, symbolizing pain or stress. On the right, large, bold, black sans-serif text reads 'YOUR BRAIN WANTS YOU TO SELL'. Below the text, a downward-pointing black arrow indicates a pile of money, with some bills scattering downwards, emphasizing loss. The background is a clean, bright white, highlighting the character and text. The composition is dynamic and attention-grabbing, with clear visual hierarchy."",""A YouTube thumbnail in the distinct cartoon style of Family Guy, featuring the character from the single-person reference image on the left, depicted with an exaggerated expression of confusion or disbelief, perhaps shrugging or with hands open. To his right, a visual representation of a 'market' is shown as two distinct paths: one leading upwards with green arrows and dollar signs, and another leading downwards with red arrows and broken lines. The large, bold, black sans-serif text on the right reads 'THE MARKET'S TELL'. A black arrow points from the text towards the upward market path. The background is a clean, bright white, ensuring high contrast and readability. The overall aesthetic is clean, simple, and direct, characteristic of the reference images."",""A YouTube thumbnail in the distinct cartoon style of Family Guy, featuring the character from the single-person reference image on the left, pointing decisively forward or upwards, with a confident or determined expression. On the right, a large, bold, black sans-serif text reads 'DON'T MISS THE REBOUND'. Below the text, a simplified bar chart shows a sharp upward trend, with green bars representing growth. A black, curved arrow emphasizes the upward movement of the chart. The background is a clean, bright white, maintaining the direct and high-impact visual style of the examples.""]";2025-11-21 06:09:29.569557+00;
c7dc8bad-ec07-49ea-9655-2ba667ef88b5;24faa831-ec07-4a9c-9984-5c742c3b087e;e622c54f-8a88-403a-bfea-1f29b71c40f9;"[""https://hroghyzosrcjueqjftex.supabase.co/storage/v1/object/public/generated-images/e622c54f-8a88-403a-bfea-1f29b71c40f9/thumbnails/1765225069053_edited_thumbnail.jpg""]";"[""make the 3 character yellow but of different tones to have better harmony""]";2025-12-08 20:17:49.714238+00;
